metric,mean,std,min,max
accuracy,0.9423526765632029,0.10544088001934408,0.6923076923076923,1.0
f1_stress,0.8681877599524658,0.27036034797155967,0.0,1.0
auc_stress,0.9920563661304401,0.01974768893520858,0.9320987654320987,1.0
