metric,mean,std,min,max
accuracy,0.9408382066276803,0.10613969880117266,0.6666666666666666,1.0
f1_stress,0.8896412896412897,0.20470975294676116,0.3076923076923077,1.0
auc_stress,0.9988776655443322,0.004346782655676122,0.9831649831649831,1.0
