metric,mean,std,min,max
accuracy,0.92834008097166,0.13427067062497464,0.5128205128205128,1.0
f1_stress,0.8770969001079159,0.19975901318616807,0.42857142857142855,1.0
auc_stress,0.9804335239520424,0.059910189778120286,0.7678571428571428,1.0
